reaction,server,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds
rmg_rxn_14394,RMG,C[CH]CO,CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14395,RMG,CC[CH]O,CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14396,RMG,[CH2]CCO,CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14397,RMG,[S],CC=CC1C=CCC=C1,9,0,0,False,6,3,0
rmg_rxn_14398,RMG,[CH2]C[O],CC=CC1C=CCC=C1,11,0,1,False,8,3,0
rmg_rxn_14399,RMG,[CH2]CC[O],CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14400,RMG,[CH2]C=C,CC=CC1C=CCC=C1,12,0,0,False,7,4,0
rmg_rxn_14401,RMG,C=[C]C,CC=CC1C=CCC=C1,12,0,0,False,7,4,0
rmg_rxn_14402,RMG,C=CC,CC=CC1[CH]C=CC=C1,12,0,0,False,7,4,0
rmg_rxn_14403,RMG,CC[O],CC=CC1C=CCC=C1,11,0,1,False,8,3,0
rmg_rxn_14404,RMG,C[CH]O,CC=CC1C=CCC=C1,11,0,1,False,8,3,0
rmg_rxn_14405,RMG,[CH2]CO,CC=CC1C=CCC=C1,11,0,1,False,8,3,0
rmg_rxn_14406,RMG,[O]O,CC=CC1[CH]C=CC=C1,9,0,2,False,7,3,0
rmg_rxn_14407,RMG,CN([O])[NH],CC=CC1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14408,RMG,CC[N][O],CC=CC1C=CCC=C1,11,1,1,False,9,3,0
rmg_rxn_14409,RMG,[O-][NH+]C[CH2],CC=CC1C=CCC=C1,11,1,1,False,9,3,0
rmg_rxn_14410,RMG,[O-][NH+][CH]C,CC=CC1C=CCC=C1,11,1,1,False,9,3,0
rmg_rxn_14411,RMG,C[CH]C,CC=CC1C=CCC=C1,12,0,0,False,8,3,0
rmg_rxn_14412,RMG,[CH2]CC,CC=CC1C=CCC=C1,12,0,0,False,8,3,0
rmg_rxn_14413,RMG,CS[CH]C,CC=CC1C=CCC=C1,12,0,0,False,9,3,0
rmg_rxn_14414,RMG,CSC[CH2],CC=CC1C=CCC=C1,12,0,0,False,9,3,0
rmg_rxn_14415,RMG,[CH2]SCC,CC=CC1C=CCC=C1,12,0,0,False,9,3,0
rmg_rxn_14416,RMG,[CH2]C[N]O,CC=CC1C=CCC=C1,11,1,1,False,9,3,0
rmg_rxn_14417,RMG,CN=O,CC=CC1[CH]C=CC=C1,10,1,1,False,7,4,0
rmg_rxn_14418,RMG,C[CH]OCC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14419,RMG,[CH2]COCC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14420,RMG,[C]#CC,CC=CC1C=CCC=C1,12,0,0,False,7,3,1
rmg_rxn_14421,RMG,C[CH]COC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14422,RMG,CC[CH]OC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14423,RMG,[CH2]CCOC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14424,RMG,[CH2]OCCC,CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14425,RMG,CN(O)[N],CC=CC1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14426,RMG,CN([O])[NH],CC=CC1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14427,RMG,[O-][NH+]=N,CC=CC1[CH]C=CC=C1,9,2,1,False,7,4,0
rmg_rxn_14428,RMG,[O-][NH+]=[N],CC=CC1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14429,RMG,[C]#N,CC=CC1C=CCC=C1,10,1,0,False,6,3,1
rmg_rxn_14430,RMG,[C]1=CC=C[CH]C1,CC=CC1C=CCC=C1,15,0,0,False,10,5,0
rmg_rxn_14431,RMG,[CH]1C=CC=CC1,CC=CC1[CH]C=CC=C1,15,0,0,False,10,5,0
rmg_rxn_14432,RMG,[C]1=C[CH]CC=C1,CC=CC1C=CCC=C1,15,0,0,False,10,5,0
rmg_rxn_14433,RMG,[O-][N+](=N)[CH2],CC=CC1C=CCC=C1,10,2,1,False,8,4,0
rmg_rxn_14434,RMG,[O-][NH+]([NH])C,CC=CC1[CH]C=CC=C1,10,2,1,False,9,3,0
rmg_rxn_14435,RMG,[O-][NH+]([NH])[CH2],CC=CC1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14436,RMG,[N-]=[NH2+],CC=CC1[CH]C=CC=C1,9,2,0,False,6,4,0
rmg_rxn_14437,RMG,CC1[N]O1,CC=CC1C=CCC=C1,11,1,1,False,10,3,0
rmg_rxn_14438,RMG,[O-][NH+]1CC1,CC=CC1[CH]C=CC=C1,11,1,1,False,10,3,0
rmg_rxn_14439,RMG,C1C[N]O1,CC=CC1C=CCC=C1,11,1,1,False,10,3,0
rmg_rxn_14440,RMG,C[CH]C=O,CC=CC1C=CCC=C1,12,0,1,False,8,4,0
rmg_rxn_14441,RMG,[CH2]CC=O,CC=CC1C=CCC=C1,12,0,1,False,8,4,0
rmg_rxn_14442,RMG,[CH2]OCCC=O,CC=CC1C=CCC=C1,13,0,2,False,10,4,0
rmg_rxn_14443,RMG,C=CCOC[O],CC=CC1C=CCC=C1,13,0,2,False,10,4,0
rmg_rxn_14444,RMG,[CH2]CCOC=O,CC=CC1C=CCC=C1,13,0,2,False,10,4,0
rmg_rxn_14445,RMG,[O]N1CC1,CC=CC1C=CCC=C1,11,1,1,False,10,3,0
rmg_rxn_14446,RMG,[N-]1O[NH+]1C,CC=CC1[CH]C=CC=C1,10,2,1,False,10,3,0
rmg_rxn_14447,RMG,[NH]N=O,CC=CC1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14448,RMG,CCC=[N+]([CH2])[O-],CC=CC1C=CCC=C1,13,1,1,False,10,4,0
rmg_rxn_14449,RMG,[CH2]OCCC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14450,RMG,[CH2]OC[CH]CO,CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14451,RMG,[CH2]O[CH]CCO,CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14452,RMG,[CH2]OCC[CH]O,CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14453,RMG,[CH2]CCOC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14454,RMG,[CH2]C[CH]OCO,CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14455,RMG,[CH2]CCO[CH]O,CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14456,RMG,CC=N[O],CC=CC1C=CCC=C1,11,1,1,False,8,4,0
rmg_rxn_14457,RMG,[O-][NH+]=C[CH2],CC=CC1C=CCC=C1,11,1,1,False,8,4,0
rmg_rxn_14458,RMG,[O-][NH2+]C=C,CC=CC1[CH]C=CC=C1,11,1,1,False,8,4,0
rmg_rxn_14459,RMG,COC[CH]C[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14460,RMG,CO[CH]CC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14461,RMG,[CH2]OCCC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14462,RMG,C[CH]COC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14463,RMG,CC[CH]OC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14464,RMG,[CH2]CCOC[O],CC=CC1C=CCC=C1,13,0,2,False,11,3,0
rmg_rxn_14465,RMG,[N-][NH+]=CCC,CC=CC1C=CCC=C1,12,2,0,False,9,4,0
rmg_rxn_14466,RMG,[CH2]CS,CC=CC1[CH]C=CC=C1,11,0,0,False,8,3,0
rmg_rxn_14467,RMG,[O-][NH+]1CN1,CC=CC1[CH]C=CC=C1,10,2,1,False,10,3,0
rmg_rxn_14468,RMG,[OH],CC=CC1C=CCC=C1,9,0,1,False,6,3,0
rmg_rxn_14469,RMG,N=O,CC=CC1[CH]C=CC=C1,9,1,1,False,6,4,0
rmg_rxn_14470,RMG,ONC=C,CC=CC1[CH]C=CC=C1,11,1,1,False,8,4,0
rmg_rxn_14471,RMG,ONC=C,CC=CC1[CH]C=CC=C1,11,1,1,False,8,4,0
rmg_rxn_14472,RMG,[CH2]S[CH2],CC=CC1C=CCC=C1,11,0,0,False,8,3,0
rmg_rxn_14473,RMG,[N-][NH+]=CCC,CC=CC1C=CCC=C1,12,2,0,False,9,4,0
rmg_rxn_14474,RMG,[CH2]C[NH],CC=CC1C=CCC=C1,11,1,0,False,8,3,0
rmg_rxn_14475,RMG,[N-]=[NH+]C(=CC)C,CC=CC1[CH]C=CC=C1,13,2,0,False,9,5,0
rmg_rxn_14476,RMG,N[N][O],CC=CC1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14477,RMG,CN=N,CC=CC1[CH]C=CC=C1,10,2,0,False,7,4,0
rmg_rxn_14478,RMG,[CH2]N=N,CC=CC1C=CCC=C1,10,2,0,False,7,4,0
rmg_rxn_14479,RMG,[CH2]C=N[O],CC=CC1C=CCC=C1,11,1,1,False,8,4,0
rmg_rxn_14480,RMG,C=[N],CC=CC1C=CCC=C1,10,1,0,False,6,4,0
rmg_rxn_14481,RMG,O1ON1,CC=CC1[CH]C=CC=C1,9,1,2,False,6,3,0
rmg_rxn_14482,RMG,C[CH][S],CC=CC1C=CCC=C1,11,0,0,False,8,3,0
rmg_rxn_14483,RMG,[O]N=[N],CC=CC1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14484,RMG,C=[C]C(C)=CCC,CC=CC1C=CCC=C1,16,0,0,False,10,5,0
rmg_rxn_14485,RMG,CC(=NCC)[C]=C,CC=CC1C=CCC=C1,15,1,0,False,10,5,0
rmg_rxn_14486,RMG,[CH2]OCOC=C,CC=CC1C=CCC=C1,13,0,2,False,10,4,0
rmg_rxn_14487,RMG,CC=CC(C)=CC,CC=CC1[CH]C=CC=C1,16,0,0,False,10,5,0
rmg_rxn_14488,RMG,C[CH]C=NN,CC=CC1C=CCC=C1,12,2,0,False,9,4,0
rmg_rxn_14489,RMG,CC=CC,CC=CC1[CH]C=CC=C1,13,0,0,False,8,4,0
rmg_rxn_14490,RMG,[CH3],CC=CC1C=CCC=C1,10,0,0,False,6,3,0
rmg_rxn_14491,RMG,[NH]N=O,CC=CC1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14492,RMG,ON=[N],CC=CC1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14493,RMG,C[N][NH],CC=CC1C=CCC=C1,10,2,0,False,8,3,0
rmg_rxn_14494,RMG,[N-]([NH3+])C(=C=C)C,CC=CC1[CH]C=CC=C1,13,2,0,False,9,5,0
rmg_rxn_14495,RMG,CC=CO[O],CC=CC1C=CCC=C1,12,0,2,False,9,4,0
rmg_rxn_14496,RMG,CC(=C=C)NN,CC=CC1[CH]C=CC=C1,13,2,0,False,9,5,0
rmg_rxn_14497,RMG,CC[N]OC=CC,CC=CC1C=CCC=C1,14,1,1,False,11,4,0
rmg_rxn_14498,RMG,CC=CON([NH])C,CC=CC1C=CCC=C1,13,2,1,False,11,4,0
rmg_rxn_14499,RMG,[CH2]C[O],CC=CC1C=CCC=C1,11,0,1,False,8,3,0
rmg_rxn_14500,RMG,[N-]([NH3+])C=CC,CC=CC1[CH]C=CC=C1,12,2,0,False,9,4,0
rmg_rxn_14501,RMG,[N-][NH2+]C=CC,CC=CC1C=CCC=C1,12,2,0,False,9,4,0
rmg_rxn_14502,RMG,[NH],CC=CC1C=CCC=C1,9,1,0,False,6,3,0
rmg_rxn_14503,RMG,[CH2]SC[CH2],CC=CC1C=CCC=C1,12,0,0,False,9,3,0
rmg_rxn_14504,RMG,[CH2]N=O,CC=CC1C=CCC=C1,10,1,1,False,7,4,0
rmg_rxn_14505,RMG,CC[NH],CC=CC1C=CCC=C1,11,1,0,False,8,3,0
rmg_rxn_14506,RMG,C[CH]N,CC=CC1C=CCC=C1,11,1,0,False,8,3,0
rmg_rxn_14507,RMG,[CH2]CN,CC=CC1C=CCC=C1,11,1,0,False,8,3,0
rmg_rxn_14508,RMG,[CH2]N=O,CC=CC1C=CCC=C1,10,1,1,False,7,4,0
rmg_rxn_14509,RMG,[CH2]CCO[CH2],CC=CC1C=CCC=C1,13,0,1,False,10,3,0
rmg_rxn_14510,RMG,[O-][NH+]=O,CC=CC1[CH]C=CC=C1,9,1,2,False,7,4,0
rmg_rxn_14511,RMG,[H],CC=CC1C=CCC=C1,9,0,0,False,6,3,0
rmg_rxn_14512,RMG,[CH2]CC[O],CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14513,RMG,C[C]C,CC=CC1[CH]C=CC=C1,12,0,0,False,8,3,0
rmg_rxn_14514,RMG,CC=CON([NH])C,CC=CC1C=CCC=C1,13,2,1,False,11,4,0
rmg_rxn_14515,RMG,[CH2]CO[CH2],CC=CC1C=CCC=C1,12,0,1,False,9,3,0
rmg_rxn_14516,RMG,C[CH2],CC=CC1C=CCC=C1,11,0,0,False,7,3,0
rmg_rxn_14517,RMG,N=N,CC=CC1[CH]C=CC=C1,9,2,0,False,6,4,0
rmg_rxn_14518,RMG,CC=CC1[CH]C=CC=C1,CC=CC1C=CCC=C1,18,0,0,False,12,6,0
rmg_rxn_14519,RMG,[NH]N,CC=CC1C=CCC=C1,9,2,0,False,7,3,0
rmg_rxn_14520,RMG,C=[C]C=C,CC=CC1C=CCC=C1,13,0,0,False,7,5,0
rmg_rxn_14521,RMG,[CH2]C#CC,CC=CC1C=CCC=C1,13,0,0,False,8,3,1
rmg_rxn_14522,RMG,C#C[CH]C,CC=CC1C=CCC=C1,13,0,0,False,8,3,1
rmg_rxn_14523,RMG,C[CH]CC,[N-]=[NH+]C1C=CCC=C1,10,2,0,False,8,3,0
rmg_rxn_14524,RMG,[CH2]CCC,[N-]=[NH+]C1C=CCC=C1,10,2,0,False,8,3,0
rmg_rxn_14525,RMG,C[CH]COCC,[N-]=[NH+]C1C=CCC=C1,11,2,1,False,10,3,0
rmg_rxn_14526,RMG,CC[CH]OCC,[N-]=[NH+]C1C=CCC=C1,11,2,1,False,10,3,0
rmg_rxn_14527,RMG,C[CH]OCCC,[N-]=[NH+]C1C=CCC=C1,11,2,1,False,10,3,0
rmg_rxn_14528,RMG,[CH2]CCOCC,[N-]=[NH+]C1C=CCC=C1,11,2,1,False,10,3,0
rmg_rxn_14529,RMG,[CH2]COCCC,[N-]=[NH+]C1C=CCC=C1,11,2,1,False,10,3,0
rmg_rxn_14530,RMG,[CH]1COCOC1,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,11,3,0
rmg_rxn_14531,RMG,[CH]1CCOCO1,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,11,3,0
rmg_rxn_14532,RMG,[CH]1OCCCO1,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,11,3,0
rmg_rxn_14533,RMG,S,[N-]=[NH+]C1[CH]C=CC=C1,6,2,0,False,5,3,0
rmg_rxn_14534,RMG,CCS[CH]C,[N-]=[NH+]C1C=CCC=C1,10,2,0,False,9,3,0
rmg_rxn_14535,RMG,[CH2]CSCC,[N-]=[NH+]C1C=CCC=C1,10,2,0,False,9,3,0
rmg_rxn_14536,RMG,CC=N[O],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14537,RMG,[CH2]CN=O,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14538,RMG,[O-][N+](=[N])C,[N-]=[NH+]C1C=CCC=C1,7,4,1,False,7,4,0
rmg_rxn_14539,RMG,[O-][N+](=N)[CH2],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,7,4,0
rmg_rxn_14540,RMG,C=C=[N],[N-]=[NH+]C1C=CCC=C1,8,3,0,False,5,5,0
rmg_rxn_14541,RMG,[CH2]C#CC,[N-]=[NH+]C1C=CCC=C1,10,2,0,False,7,3,1
rmg_rxn_14542,RMG,[O],[N-]=[NH+]C1C=CCC=C1,6,2,1,False,5,3,0
rmg_rxn_14543,RMG,[O-][N+]=O,[N-]=[NH+]C1C=CCC=C1,6,3,2,False,6,4,0
rmg_rxn_14544,RMG,[CH2],[N-]=[NH+]C1C=CCC=C1,7,2,0,False,5,3,0
rmg_rxn_14545,RMG,[O]N=[N],[N-]=[NH+]C1C=CCC=C1,6,4,1,False,6,4,0
rmg_rxn_14546,RMG,[CH2]N=O,[N-]=[NH+]C1[CH]C=CC=C1,7,3,1,False,6,4,0
rmg_rxn_14547,RMG,CC[N],[N-]=[NH+]C1C=CCC=C1,8,3,0,False,7,3,0
rmg_rxn_14548,RMG,[CH2]C[NH],[N-]=[NH+]C1C=CCC=C1,8,3,0,False,7,3,0
rmg_rxn_14549,RMG,[CH2]C[S],[N-]=[NH+]C1C=CCC=C1,8,2,0,False,7,3,0
rmg_rxn_14550,RMG,[CH2]SC[CH2],[N-]=[NH+]C1C=CCC=C1,9,2,0,False,8,3,0
rmg_rxn_14551,RMG,[N]N,[N-]=[NH+]C1C=CCC=C1,6,4,0,False,6,3,0
rmg_rxn_14552,RMG,[NH][NH],[N-]=[NH+]C1C=CCC=C1,6,4,0,False,6,3,0
rmg_rxn_14553,RMG,[CH]CC,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,7,3,0
rmg_rxn_14554,RMG,[CH2]C[CH2],[N-]=[NH+]C1C=CCC=C1,9,2,0,False,7,3,0
rmg_rxn_14555,RMG,[CH2]CO[CH2],[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14556,RMG,[CH2]C=N[O],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14557,RMG,CCS,[N-]=[NH+]C1[CH]C=CC=C1,8,2,0,False,7,3,0
rmg_rxn_14558,RMG,C[CH]S,[N-]=[NH+]C1C=CCC=C1,8,2,0,False,7,3,0
rmg_rxn_14559,RMG,[CH2]CS,[N-]=[NH+]C1C=CCC=C1,8,2,0,False,7,3,0
rmg_rxn_14560,RMG,[O-][N+](=[N])C,[N-]=[NH+]C1C=CCC=C1,7,4,1,False,7,4,0
rmg_rxn_14561,RMG,[CH2]CCO[CH2],[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14562,RMG,CC=N[O],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14563,RMG,[CH2]C=NO,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14564,RMG,CCC[O],[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14565,RMG,C[CH]CO,[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14566,RMG,CC[CH]O,[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14567,RMG,[CH2]CCO,[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14568,RMG,[S],[N-]=[NH+]C1C=CCC=C1,6,2,0,False,5,3,0
rmg_rxn_14569,RMG,[CH2]C[O],[N-]=[NH+]C1C=CCC=C1,8,2,1,False,7,3,0
rmg_rxn_14570,RMG,[CH2]CC[O],[N-]=[NH+]C1C=CCC=C1,9,2,1,False,8,3,0
rmg_rxn_14571,RMG,[CH2]C=C,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,6,4,0
rmg_rxn_14572,RMG,C=[C]C,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,6,4,0
rmg_rxn_14573,RMG,C=CC,[N-]=[NH+]C1[CH]C=CC=C1,9,2,0,False,6,4,0
rmg_rxn_14574,RMG,CC[O],[N-]=[NH+]C1C=CCC=C1,8,2,1,False,7,3,0
rmg_rxn_14575,RMG,C[CH]O,[N-]=[NH+]C1C=CCC=C1,8,2,1,False,7,3,0
rmg_rxn_14576,RMG,[CH2]CO,[N-]=[NH+]C1C=CCC=C1,8,2,1,False,7,3,0
rmg_rxn_14577,RMG,[O]O,[N-]=[NH+]C1[CH]C=CC=C1,6,2,2,False,6,3,0
rmg_rxn_14578,RMG,CN([O])[NH],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,8,3,0
rmg_rxn_14579,RMG,CC[N][O],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,8,3,0
rmg_rxn_14580,RMG,[O-][NH+]C[CH2],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,8,3,0
rmg_rxn_14581,RMG,[O-][NH+][CH]C,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,8,3,0
rmg_rxn_14582,RMG,C[CH]C,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,7,3,0
rmg_rxn_14583,RMG,[CH2]CC,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,7,3,0
rmg_rxn_14584,RMG,CS[CH]C,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,8,3,0
rmg_rxn_14585,RMG,CSC[CH2],[N-]=[NH+]C1C=CCC=C1,9,2,0,False,8,3,0
rmg_rxn_14586,RMG,[CH2]SCC,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,8,3,0
rmg_rxn_14587,RMG,[CH2]C[N]O,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,8,3,0
rmg_rxn_14588,RMG,[CH2]N=O,[N-]=[NH+]C1C=CCC=C1,7,3,1,False,6,4,0
rmg_rxn_14589,RMG,C[CH]OCC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14590,RMG,[CH2]COCC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14591,RMG,[C]#CC,[N-]=[NH+]C1C=CCC=C1,9,2,0,False,6,3,1
rmg_rxn_14592,RMG,C[CH]COC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14593,RMG,CC[CH]OC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14594,RMG,[CH2]CCOC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14595,RMG,[CH2]OCCC,[N-]=[NH+]C1C=CCC=C1,10,2,1,False,9,3,0
rmg_rxn_14596,RMG,CN(O)[N],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,8,3,0
rmg_rxn_14597,RMG,CN([O])[NH],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,8,3,0
rmg_rxn_14598,RMG,[NH]N=O,[N-]=[NH+]C1C=CCC=C1,6,4,1,False,6,4,0
rmg_rxn_14599,RMG,[O-][NH+]=[N],[N-]=[NH+]C1C=CCC=C1,6,4,1,False,6,4,0
rmg_rxn_14600,RMG,[C]#N,[N-]=[NH+]C1C=CCC=C1,7,3,0,False,5,3,1
rmg_rxn_14601,RMG,[C]1=CC=C[CH]C1,[N-]=[NH+]C1C=CCC=C1,12,2,0,False,9,5,0
rmg_rxn_14602,RMG,[CH]1C=CC=CC1,[N-]=[NH+]C1[CH]C=CC=C1,12,2,0,False,9,5,0
rmg_rxn_14603,RMG,[C]1=C[CH]CC=C1,[N-]=[NH+]C1C=CCC=C1,12,2,0,False,9,5,0
rmg_rxn_14604,RMG,[O-][N+](=N)[CH2],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,7,4,0
rmg_rxn_14605,RMG,[N-][NH+]([O])C,[N-]=[NH+]C1C=CCC=C1,7,4,1,False,8,3,0
rmg_rxn_14606,RMG,[O-][NH+]([NH])[CH2],[N-]=[NH+]C1C=CCC=C1,7,4,1,False,8,3,0
rmg_rxn_14607,RMG,[N-]=[NH2+],[N-]=[NH+]C1[CH]C=CC=C1,6,4,0,False,5,4,0
rmg_rxn_14608,RMG,CC1[N]O1,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,9,3,0
rmg_rxn_14609,RMG,[O-][NH+]1CC1,[N-]=[NH+]C1[CH]C=CC=C1,8,3,1,False,9,3,0
rmg_rxn_14610,RMG,C1C[N]O1,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,9,3,0
rmg_rxn_14611,RMG,C[CH]C=O,[N-]=[NH+]C1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14612,RMG,[CH2]CC=O,[N-]=[NH+]C1C=CCC=C1,9,2,1,False,7,4,0
rmg_rxn_14613,RMG,[CH2]OCCC=O,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,9,4,0
rmg_rxn_14614,RMG,C=CCOC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,9,4,0
rmg_rxn_14615,RMG,[CH2]CCOC=O,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,9,4,0
rmg_rxn_14616,RMG,[O]N1CC1,[N-]=[NH+]C1C=CCC=C1,8,3,1,False,9,3,0
rmg_rxn_14617,RMG,CN1[N]O1,[N-]=[NH+]C1C=CCC=C1,7,4,1,False,9,3,0
rmg_rxn_14618,RMG,[NH]N=O,[N-]=[NH+]C1C=CCC=C1,6,4,1,False,6,4,0
rmg_rxn_14619,RMG,CCC=[N+]([CH2])[O-],[N-]=[NH+]C1C=CCC=C1,10,3,1,False,9,4,0
rmg_rxn_14620,RMG,[CH2]OCCC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14621,RMG,[CH2]OC[CH]CO,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14622,RMG,[CH2]O[CH]CCO,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14623,RMG,[CH2]OCC[CH]O,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14624,RMG,[CH2]CCOC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14625,RMG,[CH2]C[CH]OCO,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14626,RMG,[CH2]CCO[CH]O,[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14627,RMG,CC=N[O],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14628,RMG,[O-][NH+]=C[CH2],[N-]=[NH+]C1C=CCC=C1,8,3,1,False,7,4,0
rmg_rxn_14629,RMG,[O-][NH2+]C=C,[N-]=[NH+]C1[CH]C=CC=C1,8,3,1,False,7,4,0
rmg_rxn_14630,RMG,COC[CH]C[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14631,RMG,CO[CH]CC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14632,RMG,[CH2]OCCC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14633,RMG,C[CH]COC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14634,RMG,CC[CH]OC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14635,RMG,[CH2]CCOC[O],[N-]=[NH+]C1C=CCC=C1,10,2,2,False,10,3,0
rmg_rxn_14636,RMG,[N-][NH+]=CCC,[N-]=[NH+]C1C=CCC=C1,9,4,0,False,8,4,0
